node_id,date,street_count,edge_list,latitude,longitude,temperature_max,temperature_min,temperature_mean,sunshine_duration,uv_index_max,precipitation_sum,snowfall_sum,rain_sum,precipitation_hours,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max
8,2025-01-07 04:00:00+00:00,14,"[32, 96, 2, 3, 33, 7, 138, 107, 76, 78, 86, 123, 61]",42.9974258734083,-78.79246201042649,-4.5065,-8.3065,-6.827334,19567.06,1.95,0.3,0.21000001,0.0,3.0,4.0,22.19773,44.28
8,2025-01-08 04:00:00+00:00,14,"[32, 96, 2, 3, 33, 7, 138, 107, 76, 78, 86, 123, 61]",42.9974258734083,-78.79246201042649,-7.0065,-10.0565,-8.154417,19545.941,2.05,0.0,0.0,0.0,0.0,4.0,22.38378,42.48
138,2025-01-01 04:00:00+00:00,3,"[8, 2]",42.9927647,-78.802047,5.6194997,0.2695,2.5924165,5522.6064,1.05,2.5,0.21000001,2.1999998,8.0,66.0,26.642431,52.199997
138,2025-01-02 04:00:00+00:00,3,"[8, 2]",42.9927647,-78.802047,0.46949998,-2.6805,-0.54508334,21042.988,1.85,0.5,0.35,0.0,2.0,11.0,28.58545,57.6
138,2025-01-03 04:00:00+00:00,3,"[8, 2]",42.9927647,-78.802047,-0.63049996,-3.3305,-2.2346663,7409.9497,1.7,0.1,0.0,0.1,1.0,19.0,28.943642,52.199997
138,2025-01-04 04:00:00+00:00,3,"[8, 2]",42.9927647,-78.802047,-2.8305,-5.5805,-4.415917,25875.2,1.9,0.0,0.0,0.0,0.0,7.0,32.142982,66.6
138,2025-01-05 04:00:00+00:00,3,"[8, 2]",42.9927647,-78.802047,-2.2805,-6.4805,-4.703417,28442.936,2.25,0.0,0.0,0.0,0.0,3.0,26.576681,63.72
138,2025-01-06 04:00:00+00:00,3,"[8, 2]",42.9927647,-78.802047,-4.7305,-8.9805,-6.707584,255.49942,1.45,0.1,0.07,0.0,1.0,2.0,18.709612,29.519999
138,2025-01-07 04:00:00+00:00,3,"[8, 2]",42.9927647,-78.802047,-4.4305,-8.1305,-6.603418,21912.459,1.95,0.5,0.28,0.1,5.0,4.0,22.608458,44.28
138,2025-01-08 04:00:00+00:00,3,"[8, 2]",42.9927647,-78.802047,-6.7805004,-10.1305,-8.057583,18681.963,2.1,0.0,0.0,0.0,0.0,4.0,21.749483,40.68
13,2025-01-01 04:00:00+00:00,3,"[2, 76, 12]",43.036057,-78.823135,5.5565,0.20650001,2.5919168,3040.641,1.1,3.0,0.21000001,2.7,9.0,68.0,28.820242,54.719997
13,2025-01-02 04:00:00+00:00,3,"[2, 76, 12]",43.036057,-78.823135,0.6565,-2.9435,-0.55391663,25404.523,1.9,0.5,0.35,0.0,3.0,11.0,31.435646,57.96
13,2025-01-03 04:00:00+00:00,3,"[2, 76, 12]",43.036057,-78.823135,-0.6435,-3.6435,-2.4226663,12407.098,1.9,0.1,0.07,0.0,1.0,20.0,31.616526,53.28
13,2025-01-04 04:00:00+00:00,3,"[2, 76, 12]",43.036057,-78.823135,-3.0435,-5.5435004,-4.4185,24935.172,1.7,0.0,0.0,0.0,0.0,8.0,33.1845,65.88
13,2025-01-05 04:00:00+00:00,3,"[2, 76, 12]",43.036057,-78.823135,-2.5435,-6.9935,-4.83725,27657.879,2.3,0.0,0.0,0.0,0.0,3.0,26.576681,63.36
13,2025-01-06 04:00:00+00:00,3,"[2, 76, 12]",43.036057,-78.823135,-3.2935,-8.6935,-6.133084,0.0,1.55,0.2,0.14,0.0,2.0,1.0,19.083395,30.599998
13,2025-01-07 04:00:00+00:00,3,"[2, 76, 12]",43.036057,-78.823135,-3.7935,-8.143499,-6.412249,21854.291,2.0,0.3,0.21000001,0.0,3.0,5.0,25.277023,43.92
